"Step","train/rewards/rejected","./SMOL_DPO_ALPHA_DIVERGENCE - train/rewards/rejected__MIN","./SMOL_DPO_ALPHA_DIVERGENCE - train/rewards/rejected__MAX"
"349","-1.1062036752700806","-1.1062036752700806","-1.1062036752700806"
"350","-1.27364981174469","-1.27364981174469","-1.27364981174469"
"351","-1.214382529258728","-1.214382529258728","-1.214382529258728"
"352","-0.9768710136413574","-0.9768710136413574","-0.9768710136413574"
"353","-0.8642897605895996","-0.8642897605895996","-0.8642897605895996"
"354","-0.7844407558441162","-0.7844407558441162","-0.7844407558441162"
"355","-1.1612577438354492","-1.1612577438354492","-1.1612577438354492"
"356","-1.1191158294677734","-1.1191158294677734","-1.1191158294677734"
"357","-1.3485885858535767","-1.3485885858535767","-1.3485885858535767"
"358","-1.0125597715377808","-1.0125597715377808","-1.0125597715377808"
"359","-1.0275754928588867","-1.0275754928588867","-1.0275754928588867"
"360","-0.880115270614624","-0.880115270614624","-0.880115270614624"
"361","-1.2789700031280518","-1.2789700031280518","-1.2789700031280518"
"362","-1.024190902709961","-1.024190902709961","-1.024190902709961"
"363","-1.171821117401123","-1.171821117401123","-1.171821117401123"
"364","-1.2560477256774902","-1.2560477256774902","-1.2560477256774902"
"365","-1.087015151977539","-1.087015151977539","-1.087015151977539"
"366","-1.2277017831802368","-1.2277017831802368","-1.2277017831802368"
"367","-1.100231409072876","-1.100231409072876","-1.100231409072876"
"368","-0.8603479862213135","-0.8603479862213135","-0.8603479862213135"
"369","-0.9889135956764221","-0.9889135956764221","-0.9889135956764221"
"370","-1.6860913038253784","-1.6860913038253784","-1.6860913038253784"
"371","-1.2427302598953247","-1.2427302598953247","-1.2427302598953247"
"372","-0.88848477602005","-0.88848477602005","-0.88848477602005"
"373","-1.1902897357940674","-1.1902897357940674","-1.1902897357940674"
"374","-1.0849497318267822","-1.0849497318267822","-1.0849497318267822"
"375","-1.2558462619781494","-1.2558462619781494","-1.2558462619781494"
"376","-1.0846773386001587","-1.0846773386001587","-1.0846773386001587"
"377","-1.1909362077713013","-1.1909362077713013","-1.1909362077713013"
"378","-1.4966793060302734","-1.4966793060302734","-1.4966793060302734"
"379","-0.8824483156204224","-0.8824483156204224","-0.8824483156204224"
"380","-1.1540077924728394","-1.1540077924728394","-1.1540077924728394"
"381","-1.3656771183013916","-1.3656771183013916","-1.3656771183013916"
"382","-1.1265132427215576","-1.1265132427215576","-1.1265132427215576"
"383","-1.2446237802505493","-1.2446237802505493","-1.2446237802505493"
"384","-1.25168776512146","-1.25168776512146","-1.25168776512146"
"385","-1.1365458965301514","-1.1365458965301514","-1.1365458965301514"
"386","-1.3335187435150146","-1.3335187435150146","-1.3335187435150146"
"387","-0.9772065877914429","-0.9772065877914429","-0.9772065877914429"
"388","-1.0627365112304688","-1.0627365112304688","-1.0627365112304688"
"389","-0.9450057744979858","-0.9450057744979858","-0.9450057744979858"
"390","-1.0043060779571533","-1.0043060779571533","-1.0043060779571533"
"391","-1.0194141864776611","-1.0194141864776611","-1.0194141864776611"
"392","-1.045515537261963","-1.045515537261963","-1.045515537261963"
"393","-1.1000139713287354","-1.1000139713287354","-1.1000139713287354"
"394","-1.3233799934387207","-1.3233799934387207","-1.3233799934387207"
"395","-1.064387321472168","-1.064387321472168","-1.064387321472168"
"396","-1.2157349586486816","-1.2157349586486816","-1.2157349586486816"
"397","-1.3753602504730225","-1.3753602504730225","-1.3753602504730225"
"398","-0.9743612408638","-0.9743612408638","-0.9743612408638"
"399","-1.0370076894760132","-1.0370076894760132","-1.0370076894760132"
"400","-0.967286229133606","-0.967286229133606","-0.967286229133606"
"402","0","0","0"
"403","-0.1879439353942871","-0.1879439353942871","-0.1879439353942871"
"404","0.026868700981140137","0.026868700981140137","0.026868700981140137"
"405","-0.4149949550628662","-0.4149949550628662","-0.4149949550628662"
"406","-0.9639780521392822","-0.9639780521392822","-0.9639780521392822"
"407","-0.8611365556716919","-0.8611365556716919","-0.8611365556716919"
"408","-1.0629422664642334","-1.0629422664642334","-1.0629422664642334"
"409","-1.4097905158996582","-1.4097905158996582","-1.4097905158996582"
"410","-1.6174476146697998","-1.6174476146697998","-1.6174476146697998"
"411","-2.548490524291992","-2.548490524291992","-2.548490524291992"
"412","-3.2064905166625977","-3.2064905166625977","-3.2064905166625977"
"413","-3.2793407440185547","-3.2793407440185547","-3.2793407440185547"
"414","-2.806854248046875","-2.806854248046875","-2.806854248046875"
"415","-3.6650993824005127","-3.6650993824005127","-3.6650993824005127"
"416","-4.261885643005371","-4.261885643005371","-4.261885643005371"
"417","-3.748145580291748","-3.748145580291748","-3.748145580291748"
"418","-3.6481411457061768","-3.6481411457061768","-3.6481411457061768"
"419","-6.675571918487549","-6.675571918487549","-6.675571918487549"
"420","-6.021117210388184","-6.021117210388184","-6.021117210388184"
"421","-5.810244083404541","-5.810244083404541","-5.810244083404541"
"422","-6.560423851013184","-6.560423851013184","-6.560423851013184"
"423","-6.209387302398682","-6.209387302398682","-6.209387302398682"
"424","-5.355834007263184","-5.355834007263184","-5.355834007263184"
"425","-6.805072784423828","-6.805072784423828","-6.805072784423828"
"426","-6.371007442474365","-6.371007442474365","-6.371007442474365"
"427","-4.741718292236328","-4.741718292236328","-4.741718292236328"
"428","-4.48348331451416","-4.48348331451416","-4.48348331451416"
"429","-6.070576190948486","-6.070576190948486","-6.070576190948486"
"430","-6.590863227844238","-6.590863227844238","-6.590863227844238"
"431","-5.664372444152832","-5.664372444152832","-5.664372444152832"
"432","-5.416194915771484","-5.416194915771484","-5.416194915771484"
"433","-5.132753372192383","-5.132753372192383","-5.132753372192383"
"434","-6.484033584594727","-6.484033584594727","-6.484033584594727"
"435","-8.427766799926758","-8.427766799926758","-8.427766799926758"
"436","-5.379838943481445","-5.379838943481445","-5.379838943481445"
"437","-6.465867519378662","-6.465867519378662","-6.465867519378662"
"438","-6.205556869506836","-6.205556869506836","-6.205556869506836"
"439","-5.408086776733398","-5.408086776733398","-5.408086776733398"
"440","-5.890419006347656","-5.890419006347656","-5.890419006347656"
"441","-3.9196252822875977","-3.9196252822875977","-3.9196252822875977"
"442","-6.02131462097168","-6.02131462097168","-6.02131462097168"
"443","-3.0775563716888428","-3.0775563716888428","-3.0775563716888428"
"444","-5.042144775390625","-5.042144775390625","-5.042144775390625"
"445","-3.642885208129883","-3.642885208129883","-3.642885208129883"
"446","-6.580727577209473","-6.580727577209473","-6.580727577209473"
"447","-4.352656364440918","-4.352656364440918","-4.352656364440918"
"448","-6.419374465942383","-6.419374465942383","-6.419374465942383"
"449","-5.139496803283691","-5.139496803283691","-5.139496803283691"
"450","-6.04971170425415","-6.04971170425415","-6.04971170425415"
"451","-4.372887134552002","-4.372887134552002","-4.372887134552002"
"452","-4.811563014984131","-4.811563014984131","-4.811563014984131"
"453","-3.2476303577423096","-3.2476303577423096","-3.2476303577423096"
"454","-5.610503673553467","-5.610503673553467","-5.610503673553467"
"455","-4.990151405334473","-4.990151405334473","-4.990151405334473"
"456","-3.9617223739624023","-3.9617223739624023","-3.9617223739624023"
"457","-4.536734580993652","-4.536734580993652","-4.536734580993652"
"458","-3.9501776695251465","-3.9501776695251465","-3.9501776695251465"
"459","-4.526485443115234","-4.526485443115234","-4.526485443115234"
"460","-3.7408580780029297","-3.7408580780029297","-3.7408580780029297"
"461","-4.604577541351318","-4.604577541351318","-4.604577541351318"
"462","-4.607970714569092","-4.607970714569092","-4.607970714569092"
"463","-4.503994941711426","-4.503994941711426","-4.503994941711426"
"464","-7.617246150970459","-7.617246150970459","-7.617246150970459"
"465","-4.4289398193359375","-4.4289398193359375","-4.4289398193359375"
"466","-2.048797845840454","-2.048797845840454","-2.048797845840454"
"467","-4.712442874908447","-4.712442874908447","-4.712442874908447"
"468","-5.842192649841309","-5.842192649841309","-5.842192649841309"
"469","-5.652554988861084","-5.652554988861084","-5.652554988861084"
"470","-5.558950424194336","-5.558950424194336","-5.558950424194336"
"471","-5.142513275146484","-5.142513275146484","-5.142513275146484"
"472","-5.353639125823975","-5.353639125823975","-5.353639125823975"
"473","-5.278019905090332","-5.278019905090332","-5.278019905090332"
"474","-6.877253532409668","-6.877253532409668","-6.877253532409668"
"475","-4.307275772094727","-4.307275772094727","-4.307275772094727"
"476","-2.162306308746338","-2.162306308746338","-2.162306308746338"
"477","-6.4100189208984375","-6.4100189208984375","-6.4100189208984375"
"478","-3.8737690448760986","-3.8737690448760986","-3.8737690448760986"
"479","-3.3043689727783203","-3.3043689727783203","-3.3043689727783203"
"480","-6.001744747161865","-6.001744747161865","-6.001744747161865"
"481","-6.1310553550720215","-6.1310553550720215","-6.1310553550720215"
"482","-5.324851989746094","-5.324851989746094","-5.324851989746094"
"483","-3.3934788703918457","-3.3934788703918457","-3.3934788703918457"
"484","-4.801719665527344","-4.801719665527344","-4.801719665527344"
"485","-3.6647024154663086","-3.6647024154663086","-3.6647024154663086"
"486","-2.838585376739502","-2.838585376739502","-2.838585376739502"
"487","-4.42171049118042","-4.42171049118042","-4.42171049118042"
"488","-7.8023481369018555","-7.8023481369018555","-7.8023481369018555"
"489","-3.224301815032959","-3.224301815032959","-3.224301815032959"
"490","-6.756494998931885","-6.756494998931885","-6.756494998931885"
"491","-6.30954647064209","-6.30954647064209","-6.30954647064209"
"492","-5.228770732879639","-5.228770732879639","-5.228770732879639"
"493","-5.089029312133789","-5.089029312133789","-5.089029312133789"
"494","-3.995885133743286","-3.995885133743286","-3.995885133743286"
"495","-4.756590366363525","-4.756590366363525","-4.756590366363525"
"496","-4.866603374481201","-4.866603374481201","-4.866603374481201"
"497","-6.671170234680176","-6.671170234680176","-6.671170234680176"
"498","-1.5672008991241455","-1.5672008991241455","-1.5672008991241455"
"499","-5.014561653137207","-5.014561653137207","-5.014561653137207"
"500","-5.239631652832031","-5.239631652832031","-5.239631652832031"
"501","-4.773770809173584","-4.773770809173584","-4.773770809173584"
"502","-6.096810340881348","-6.096810340881348","-6.096810340881348"
"503","-6.286251068115234","-6.286251068115234","-6.286251068115234"
"504","-6.111604690551758","-6.111604690551758","-6.111604690551758"
"505","-3.8345634937286377","-3.8345634937286377","-3.8345634937286377"
"506","-4.09914493560791","-4.09914493560791","-4.09914493560791"
"507","-4.878750324249268","-4.878750324249268","-4.878750324249268"
"508","-7.278262138366699","-7.278262138366699","-7.278262138366699"
"509","-6.110993385314941","-6.110993385314941","-6.110993385314941"
"510","-5.86677360534668","-5.86677360534668","-5.86677360534668"
"511","-7.082514762878418","-7.082514762878418","-7.082514762878418"
"512","-2.727290153503418","-2.727290153503418","-2.727290153503418"
"513","-4.017097473144531","-4.017097473144531","-4.017097473144531"
"514","-6.715892791748047","-6.715892791748047","-6.715892791748047"
"515","-7.757542133331299","-7.757542133331299","-7.757542133331299"
"516","-6.197856903076172","-6.197856903076172","-6.197856903076172"
"517","-5.644012451171875","-5.644012451171875","-5.644012451171875"
"518","-4.923765182495117","-4.923765182495117","-4.923765182495117"
"519","-6.521592617034912","-6.521592617034912","-6.521592617034912"
"520","-5.523615837097168","-5.523615837097168","-5.523615837097168"
"521","-5.000569820404053","-5.000569820404053","-5.000569820404053"
"522","-3.7514283657073975","-3.7514283657073975","-3.7514283657073975"
"523","-5.363562107086182","-5.363562107086182","-5.363562107086182"
"524","-4.705761909484863","-4.705761909484863","-4.705761909484863"
"525","-5.0210652351379395","-5.0210652351379395","-5.0210652351379395"
"526","-5.948760986328125","-5.948760986328125","-5.948760986328125"
"527","-5.883063316345215","-5.883063316345215","-5.883063316345215"
"528","-7.547466278076172","-7.547466278076172","-7.547466278076172"
"529","-4.605343818664551","-4.605343818664551","-4.605343818664551"
"530","-3.686023712158203","-3.686023712158203","-3.686023712158203"
"531","-3.1863229274749756","-3.1863229274749756","-3.1863229274749756"
"532","-6.457205772399902","-6.457205772399902","-6.457205772399902"
"533","-4.293966293334961","-4.293966293334961","-4.293966293334961"
"534","-4.384116172790527","-4.384116172790527","-4.384116172790527"
"535","-6.567776679992676","-6.567776679992676","-6.567776679992676"
"536","-6.1920270919799805","-6.1920270919799805","-6.1920270919799805"
"537","-4.202969074249268","-4.202969074249268","-4.202969074249268"
"538","-4.402492046356201","-4.402492046356201","-4.402492046356201"
"539","-3.443544387817383","-3.443544387817383","-3.443544387817383"
"540","-7.068821907043457","-7.068821907043457","-7.068821907043457"
"541","-4.073982238769531","-4.073982238769531","-4.073982238769531"
"542","-4.959870338439941","-4.959870338439941","-4.959870338439941"
"543","-5.377213954925537","-5.377213954925537","-5.377213954925537"
"544","-4.285618305206299","-4.285618305206299","-4.285618305206299"
"545","-6.311528205871582","-6.311528205871582","-6.311528205871582"
"546","-4.469569206237793","-4.469569206237793","-4.469569206237793"
"547","-5.036386489868164","-5.036386489868164","-5.036386489868164"
"548","-5.310338973999023","-5.310338973999023","-5.310338973999023"
"549","-6.535205841064453","-6.535205841064453","-6.535205841064453"
"550","-5.068113327026367","-5.068113327026367","-5.068113327026367"
"551","-6.374325275421143","-6.374325275421143","-6.374325275421143"
"552","-4.630428791046143","-4.630428791046143","-4.630428791046143"
"553","-6.054155349731445","-6.054155349731445","-6.054155349731445"
"554","-2.8409316539764404","-2.8409316539764404","-2.8409316539764404"
"555","-3.7574610710144043","-3.7574610710144043","-3.7574610710144043"
"556","-5.222548007965088","-5.222548007965088","-5.222548007965088"
"557","-3.104020118713379","-3.104020118713379","-3.104020118713379"
"558","-4.492942810058594","-4.492942810058594","-4.492942810058594"
"559","-4.959112644195557","-4.959112644195557","-4.959112644195557"
"560","-4.403775215148926","-4.403775215148926","-4.403775215148926"
"561","-3.4419031143188477","-3.4419031143188477","-3.4419031143188477"
"562","-5.020188808441162","-5.020188808441162","-5.020188808441162"
"563","-3.838865280151367","-3.838865280151367","-3.838865280151367"
"564","-5.880681037902832","-5.880681037902832","-5.880681037902832"
"565","-6.940830707550049","-6.940830707550049","-6.940830707550049"
"566","-2.2983083724975586","-2.2983083724975586","-2.2983083724975586"
"567","-5.602109909057617","-5.602109909057617","-5.602109909057617"
"568","-7.141862869262695","-7.141862869262695","-7.141862869262695"
"569","-3.1399707794189453","-3.1399707794189453","-3.1399707794189453"
"570","-5.072141647338867","-5.072141647338867","-5.072141647338867"
"571","-7.993244171142578","-7.993244171142578","-7.993244171142578"
"572","-5.02517557144165","-5.02517557144165","-5.02517557144165"
"573","-2.095722198486328","-2.095722198486328","-2.095722198486328"
"574","-4.508732795715332","-4.508732795715332","-4.508732795715332"
"575","-3.5321898460388184","-3.5321898460388184","-3.5321898460388184"
"576","-4.355892181396484","-4.355892181396484","-4.355892181396484"
"577","-5.778575897216797","-5.778575897216797","-5.778575897216797"
"578","-6.302036762237549","-6.302036762237549","-6.302036762237549"
"579","-8.74405574798584","-8.74405574798584","-8.74405574798584"
"580","-4.361120223999023","-4.361120223999023","-4.361120223999023"
"581","-4.9523234367370605","-4.9523234367370605","-4.9523234367370605"
"582","-7.670860290527344","-7.670860290527344","-7.670860290527344"
"583","-5.550293922424316","-5.550293922424316","-5.550293922424316"
"584","-6.014821529388428","-6.014821529388428","-6.014821529388428"
"585","-5.78619909286499","-5.78619909286499","-5.78619909286499"
"586","-5.819467544555664","-5.819467544555664","-5.819467544555664"
"587","-6.431101322174072","-6.431101322174072","-6.431101322174072"
"588","-3.783435106277466","-3.783435106277466","-3.783435106277466"
"589","-4.892513275146484","-4.892513275146484","-4.892513275146484"
"590","-3.712186574935913","-3.712186574935913","-3.712186574935913"
"591","-4.210306167602539","-4.210306167602539","-4.210306167602539"
"592","-3.318589448928833","-3.318589448928833","-3.318589448928833"
"593","-4.814846992492676","-4.814846992492676","-4.814846992492676"
"594","-4.945534706115723","-4.945534706115723","-4.945534706115723"
"595","-6.3099212646484375","-6.3099212646484375","-6.3099212646484375"
"596","-4.9701433181762695","-4.9701433181762695","-4.9701433181762695"
"597","-5.395971298217773","-5.395971298217773","-5.395971298217773"
"598","-5.706178188323975","-5.706178188323975","-5.706178188323975"
"599","-3.31663179397583","-3.31663179397583","-3.31663179397583"
"600","-3.446089267730713","-3.446089267730713","-3.446089267730713"
"601","-5.43217134475708","-5.43217134475708","-5.43217134475708"
"603","0","0","0"
"604","-0.014509500004351139","-0.014509500004351139","-0.014509500004351139"
"605","0.010661888867616653","0.010661888867616653","0.010661888867616653"
"606","-0.0481969490647316","-0.0481969490647316","-0.0481969490647316"
"607","-0.11991187930107117","-0.11991187930107117","-0.11991187930107117"
"608","-0.15292294323444366","-0.15292294323444366","-0.15292294323444366"
"609","-0.1490553915500641","-0.1490553915500641","-0.1490553915500641"
"610","-0.14746308326721191","-0.14746308326721191","-0.14746308326721191"
"611","-0.14686235785484314","-0.14686235785484314","-0.14686235785484314"
"612","-0.2969841957092285","-0.2969841957092285","-0.2969841957092285"
"613","-0.4290880858898163","-0.4290880858898163","-0.4290880858898163"
"614","-0.3634578585624695","-0.3634578585624695","-0.3634578585624695"
"615","-0.3618417978286743","-0.3618417978286743","-0.3618417978286743"
"616","-0.42527076601982117","-0.42527076601982117","-0.42527076601982117"
"617","-0.4459693729877472","-0.4459693729877472","-0.4459693729877472"
"618","-0.5971848368644714","-0.5971848368644714","-0.5971848368644714"
"619","-0.47188517451286316","-0.47188517451286316","-0.47188517451286316"
"620","-0.9407455921173096","-0.9407455921173096","-0.9407455921173096"
"621","-0.9660962820053101","-0.9660962820053101","-0.9660962820053101"
"622","-0.9268618822097778","-0.9268618822097778","-0.9268618822097778"
"623","-1.0862444639205933","-1.0862444639205933","-1.0862444639205933"
"624","-0.966623067855835","-0.966623067855835","-0.966623067855835"
"625","-0.8530966639518738","-0.8530966639518738","-0.8530966639518738"
"626","-1.0289617776870728","-1.0289617776870728","-1.0289617776870728"
"627","-1.04072105884552","-1.04072105884552","-1.04072105884552"
"628","-1.0045820474624634","-1.0045820474624634","-1.0045820474624634"
"629","-1.1079176664352417","-1.1079176664352417","-1.1079176664352417"
"630","-1.3952277898788452","-1.3952277898788452","-1.3952277898788452"
"631","-1.5631763935089111","-1.5631763935089111","-1.5631763935089111"
"632","-1.1521737575531006","-1.1521737575531006","-1.1521737575531006"
"633","-1.4857127666473389","-1.4857127666473389","-1.4857127666473389"
"634","-1.0766627788543701","-1.0766627788543701","-1.0766627788543701"
"635","-1.3611339330673218","-1.3611339330673218","-1.3611339330673218"
"636","-1.6406526565551758","-1.6406526565551758","-1.6406526565551758"
"637","-1.5231910943984985","-1.5231910943984985","-1.5231910943984985"
"638","-1.9455146789550781","-1.9455146789550781","-1.9455146789550781"
"639","-1.3592740297317505","-1.3592740297317505","-1.3592740297317505"
"640","-1.6200096607208252","-1.6200096607208252","-1.6200096607208252"
"641","-1.3643687963485718","-1.3643687963485718","-1.3643687963485718"
"642","-1.4657235145568848","-1.4657235145568848","-1.4657235145568848"
"643","-1.6559770107269287","-1.6559770107269287","-1.6559770107269287"
"644","-1.4819295406341553","-1.4819295406341553","-1.4819295406341553"
"645","-2.015185832977295","-2.015185832977295","-2.015185832977295"
"646","-1.2136257886886597","-1.2136257886886597","-1.2136257886886597"
"647","-1.6772315502166748","-1.6772315502166748","-1.6772315502166748"
"648","-1.2006313800811768","-1.2006313800811768","-1.2006313800811768"
"649","-2.022874116897583","-2.022874116897583","-2.022874116897583"
"650","-1.3718156814575195","-1.3718156814575195","-1.3718156814575195"
"651","-2.083739757537842","-2.083739757537842","-2.083739757537842"
"652","-1.2691731452941895","-1.2691731452941895","-1.2691731452941895"
"653","-1.469523549079895","-1.469523549079895","-1.469523549079895"
"654","-1.0930306911468506","-1.0930306911468506","-1.0930306911468506"
"655","-1.3017421960830688","-1.3017421960830688","-1.3017421960830688"
"656","-1.4204965829849243","-1.4204965829849243","-1.4204965829849243"
"657","-1.2019511461257935","-1.2019511461257935","-1.2019511461257935"
"658","-1.1787043809890747","-1.1787043809890747","-1.1787043809890747"
"659","-1.3225798606872559","-1.3225798606872559","-1.3225798606872559"
"660","-1.3352088928222656","-1.3352088928222656","-1.3352088928222656"
"661","-1.2161110639572144","-1.2161110639572144","-1.2161110639572144"
"662","-1.3991385698318481","-1.3991385698318481","-1.3991385698318481"
"663","-1.1834477186203003","-1.1834477186203003","-1.1834477186203003"
"664","-0.975522518157959","-0.975522518157959","-0.975522518157959"
"665","-1.9035611152648926","-1.9035611152648926","-1.9035611152648926"
"666","-1.3486270904541016","-1.3486270904541016","-1.3486270904541016"
"667","-0.8573808670043945","-0.8573808670043945","-0.8573808670043945"
"668","-1.2511038780212402","-1.2511038780212402","-1.2511038780212402"
"669","-1.3852112293243408","-1.3852112293243408","-1.3852112293243408"
"670","-1.276192307472229","-1.276192307472229","-1.276192307472229"
"671","-1.3731212615966797","-1.3731212615966797","-1.3731212615966797"
"672","-1.6223289966583252","-1.6223289966583252","-1.6223289966583252"
"673","-1.1885451078414917","-1.1885451078414917","-1.1885451078414917"
"674","-1.125584363937378","-1.125584363937378","-1.125584363937378"
"675","-1.8000904321670532","-1.8000904321670532","-1.8000904321670532"
"676","-1.4820246696472168","-1.4820246696472168","-1.4820246696472168"
"677","-0.7418464422225952","-0.7418464422225952","-0.7418464422225952"
"678","-1.4956042766571045","-1.4956042766571045","-1.4956042766571045"
"679","-1.2894892692565918","-1.2894892692565918","-1.2894892692565918"
"680","-1.4879722595214844","-1.4879722595214844","-1.4879722595214844"
"681","-1.7865097522735596","-1.7865097522735596","-1.7865097522735596"
"682","-1.5828771591186523","-1.5828771591186523","-1.5828771591186523"
"683","-1.4416697025299072","-1.4416697025299072","-1.4416697025299072"
"684","-1.2054866552352905","-1.2054866552352905","-1.2054866552352905"
"685","-1.4225802421569824","-1.4225802421569824","-1.4225802421569824"
"686","-1.4010754823684692","-1.4010754823684692","-1.4010754823684692"
"687","-1.4217509031295776","-1.4217509031295776","-1.4217509031295776"
"688","-1.3880637884140015","-1.3880637884140015","-1.3880637884140015"
"689","-2.1204769611358643","-2.1204769611358643","-2.1204769611358643"
"690","-1.1652867794036865","-1.1652867794036865","-1.1652867794036865"
"691","-1.634144902229309","-1.634144902229309","-1.634144902229309"
"692","-1.7410818338394165","-1.7410818338394165","-1.7410818338394165"
"693","-1.2339996099472046","-1.2339996099472046","-1.2339996099472046"
"694","-1.5617306232452393","-1.5617306232452393","-1.5617306232452393"
"695","-1.2043207883834839","-1.2043207883834839","-1.2043207883834839"
"696","-1.1622207164764404","-1.1622207164764404","-1.1622207164764404"
"697","-1.5276236534118652","-1.5276236534118652","-1.5276236534118652"
"698","-1.8745489120483398","-1.8745489120483398","-1.8745489120483398"
"699","-1.086635947227478","-1.086635947227478","-1.086635947227478"
"700","-1.5792851448059082","-1.5792851448059082","-1.5792851448059082"
"701","-1.4912221431732178","-1.4912221431732178","-1.4912221431732178"
"702","-1.4427688121795654","-1.4427688121795654","-1.4427688121795654"
"703","-1.5751488208770752","-1.5751488208770752","-1.5751488208770752"
"704","-1.6580467224121094","-1.6580467224121094","-1.6580467224121094"
"705","-1.4629466533660889","-1.4629466533660889","-1.4629466533660889"
